STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,NETWORK_TYPE,,MEASURE,,NETWORK_ACCESS_MODE,,NETWORK_SPEED,,UNIT_MEASURE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,10.48,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,9.6,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,8.97,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,8.82,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,7.89,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,7.52,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,7.11,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q2,,7.22,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q4,,5.95,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q2,,5.76,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q4,,5.47,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q2,,5.29,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,4.87,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,4.58,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,4.28,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,3.98,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,3.71,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,3.46,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,3.26,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,3.03,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,2.84,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,2.62,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,2.44,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,2.3,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,2.14,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,2.02,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,1.89,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q2,,1.77,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q4,,1.61,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,USA,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q2,,1.45,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,12.86,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,10.84,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,8.25,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,6.91,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,5.46,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,4.34,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,3.22,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q2,,2.48,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q4,,2.03,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q2,,1.67,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q4,,1.46,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q2,,0.97,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,0.78,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,0.61,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,0.48,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,0.37,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,0.29,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,0.22,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,0.17,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,0.12,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,0.08,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,0.08,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,GBR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,0.06,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,43.25,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,42.59,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,41.74,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,41.02,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,40.1,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,39.23,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,38.38,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q2,,37.55,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q4,,36.51,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q2,,35.65,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q4,,35.04,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q2,,34.22,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,33.17,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,32.24,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,31.54,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,30.75,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,29.64,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,28.72,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,27.83,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,26.47,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,25.57,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,24.79,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,23.69,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,22.9,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,22.01,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,21.31,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,20.61,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q2,,19.94,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q4,,19.09,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,KOR,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q2,,17.63,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,33.04,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,32.6,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,32.3,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,31.81,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,31.4,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,30.43,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,29.74,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q2,,28.97,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q4,,28.11,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2020-Q2,,27.23,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q4,,26.19,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2019-Q2,,25.56,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q4,,24.99,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2018-Q2,,24.47,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q4,,24.1,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2017-Q2,,23.66,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q4,,23.09,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2016-Q2,,22.51,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q4,,21.88,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2015-Q2,,21.41,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q4,,20.84,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2014-Q2,,20.31,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q4,,19.65,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2013-Q2,,19.05,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q4,,18.44,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2012-Q2,,17.87,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q4,,17.13,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2011-Q2,,16.35,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q4,,15.43,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,JPN,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2010-Q2,,14.49,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q4,,6.34,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2024-Q2,,5.62,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q4,,5.16,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2023-Q2,,4.64,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q4,,4.17,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2022-Q2,,3.65,,A,,0,,2,
DATAFLOW,OECD.STI.DEP:DSD_BB_DATABASE@DF_BB_TEL_DATABASE(2.0),,I,DEU,,Q,,FBB,,SUB,,FIB,,_Z,,100HB,,2021-Q4,,3.2,,A,,0,,2,
